SEGMENT_ID,BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,# Accounts,$ Outstandings,# New accounts,$ New accounts,Interest rate,$ Vehicle type car/van,$ Vehicle type SUV/truck,$ Vehicle type sport/luxury/convertible,$ Vehicle type unknown,$ Repossession,$ Current Month Repossession,$ Gross contractual charge-offs,$ Bankruptcy charge-offs,$ Recoveries,$ Net charge-offs,Adjustment Factor,$ Ever 30DPD in last 12 months,$ Ever 60DPD in last 12 months,Projected Value,Actual Sale Proceeds,Original Term ≤ 48 Months,Original Term 49-60 Months,Original Term 61-72 Months,Original Term > 72 Months,$ Origination Channel (Direct),$ Loss Mitigation,$ Joint Application,Probability of Default (PD),Loss Given Default (LGD),Expected Loss Given Default (ELGD),Risk-Weighted Asset (RWA),$ Unpaid Principal Balance at Charge-off,Percent Loss Severity (3-Month Lagged),Weighted Average Life of Loans
876850533592,Bank 295,3534022,01/2023,Auto,350,147193.82,176,42010.36,19.49,24742.2,162791.87,209876.44,4369.84,35588.76,8584.67,36265.53,41235.62,43593.09,16041.43,884.34,43600.86,88054.2,5075.7,28636.6,21127.38,196085.34,31262.78,17039.47,85478.7,257174.93,280288.55,0.6262,0.7817,0.798,380683.22,447786.89,0.8652,77
477480759116,Bank 167,8849203,05/2022,Auto,782,101379.4,167,230879.29,4.38,435324,290137.71,386105.69,4319.64,16904.82,8709.44,28580.49,15862.74,48965.55,9351.7,2211.15,96484.28,98692.6,20817.29,23289.96,153394.3,272620.07,99416.19,464164.5,321294.61,493554.59,242067.7,0.3149,0.7426,0.9664,240658.13,92469.64,0.4823,59
311689858308,Bank 740,7568260,01/2020,Auto,693,318820.47,203,288796.2,5.82,492968.42,201008.64,248080.22,232.06,14815.76,4791.64,36794.71,4205.87,18572.8,37754.04,-3437.33,17882.12,96309.3,46548.91,10912.32,248504.68,303567.31,220312.27,49524.27,350646.2,483559.17,216423.72,0.257,0.2272,0.2673,339293.41,498067.13,0.3284,83
5942521178,Bank 858,6735633,11/2016,Auto,754,244622.65,220,470176.42,16.55,179316.52,451682.06,348576.85,4727.22,12198.73,4037.3,23635.06,1176.75,28717.29,17215.6,1538.25,28268.48,46672.62,21676.78,47848.54,179616.93,209694.48,2216.5,411462.13,313003.14,34704.98,191110.39,0.486,0.5391,0.2282,327841.35,489428.65,0.4507,25
672782974522,Bank 366,9979097,03/2021,Auto,723,298384.06,198,73305.36,20.72,405072.66,210775.53,79615.58,4830.16,1307.11,5847.47,41643.83,22244.1,48996.11,23628.53,1734.69,24021.02,65943.61,47559.28,9532.02,52512.98,409273.68,304040.07,471693.76,190072.7,496473.89,249418.67,0.0208,0.5033,0.2321,41893.16,165277.22,0.9051,70
783577250030,Bank 339,4699076,11/2020,Auto,53,320913.11,407,325251.55,26.3,194488.84,478153.03,405985.63,551.95,22295.46,6030.85,40249.48,49239.47,17863.09,14715.26,3909.42,76248.87,55052.2,12363.21,22304.7,345597.29,37367.21,92339.34,272301.47,128379.88,417726.5,407812.9,0.674,0.65,0.0796,330894.21,41882.43,0.5171,55
274728757791,Bank 740,2969585,02/2016,Auto,868,706884.57,26,449953.65,8.45,52763.62,45466.42,114939.49,3439.19,29313.46,1574.24,49824.8,24592.91,38653.55,39316.42,-4904.74,2295.44,28975.91,37714.72,15055.04,254916.03,32040.97,480598.75,123417.72,487951.14,360674.44,483169.14,0.0782,0.8885,0.7893,290055.91,228183.53,0.7612,75
204422174475,Bank 697,9459939,03/2017,Auto,658,17765.64,0,353720.84,13.45,347727.69,267669.64,315077.38,984.85,12519.51,973.83,43415.85,3877.12,34987.49,10300.03,-4229.83,8558.3,11566.11,5448.87,41019.96,21088.64,384589.76,434516.9,224728.24,203620.83,402874.26,474430.5,0.1966,0.3661,0.8984,258991.68,114821.57,0.2571,25
771915129888,Bank 428,8540477,02/2020,Auto,808,107459.75,326,178183.57,0.44,480451.54,188942.96,204986.92,3557.72,42273.09,4919.41,25692.66,18569.46,8820.54,46082.05,649.06,77320.11,90004.59,30567.72,47000.88,350846.6,221597.63,406843.19,461338.56,102046.13,184595.63,469056.27,0.845,0.3847,0.0187,27502.17,56763.8,0.7072,78
471225231530,Bank 337,5656033,06/2017,Auto,917,361206.62,127,152030.14,2.99,443205.49,436838.25,432247.35,1089.78,7443.47,7150.78,24268.37,4778.92,8619.59,33754.03,-3500.31,83028.7,36436.52,36991.27,7929.29,386237.26,294097.62,118560.92,491494.62,236925.66,352660,314141.71,0.1698,0.6822,0.8693,480566.05,62846.67,0.4765,65
345785199681,Bank 634,8963396,07/2017,Auto,295,238954.96,492,421574.19,26.22,430792.51,35469.95,67838.3,4140.78,24974.46,9758.6,2767.02,9685.76,16678.81,28534.05,-413.69,47458.77,45903.13,25999.67,44173.79,26397.22,340790.59,140940.26,179568.91,413503.37,372499.44,87804.07,0.2843,0.4808,0.9618,449804.09,227797.72,0.323,20
188872666509,Bank 873,3622145,03/2020,Auto,932,179891.76,458,11484.06,22.84,42432.46,107104.57,83492.25,4560.23,13646.79,3799.24,8567.02,25958.85,40680.43,39024.89,-842.51,90131.92,46885.24,7073.19,26062.76,399821.54,462467.7,325198.94,278822.92,151636.74,222671.46,483054.8,0.7501,0.9495,0.1181,128918.17,212089.53,0.7376,67
956461851162,Bank 867,4573211,09/2019,Auto,772,591137.1,143,170195.75,8.1,487099.1,186996.18,467272.29,3509.18,8094.65,9774.9,49932.2,7607.49,23007.97,19557.7,1889.26,7525.13,92032.92,8725.36,4402.52,226555.05,284992.13,428447.17,328376.37,30395.56,497540.67,398441.62,0.4345,0.8527,0.5106,9654.65,238654.49,0.2972,34
615298298091,Bank 555,7345661,07/2023,Auto,370,828758.47,153,296471.09,12.95,38610.26,322043.61,379559.7,2450.15,14712.41,3229.71,3704.93,22726.96,26231.78,6219.14,3025.88,95455.6,21796.17,38825.99,10875.65,169969.31,311505.7,64475.27,496305.65,259301.66,360662.69,321828.78,0.4744,0.1865,0.7941,466884.45,273172.91,0.3719,57
105714192479,Bank 940,1372501,10/2025,Auto,459,899161.69,290,135983.3,2.83,180965.85,228871.38,175632.02,4348.27,47334.88,4556.48,18939.89,46265.65,20224.47,1137.93,-276,9042.45,62713.87,19408.33,9622.73,419869.75,461708.99,132966.22,192306.64,414685.93,238698.21,308226.69,0.0592,0.8029,0.0913,5483.37,25952.91,0.3778,46
930129530565,Bank 400,9570994,04/2021,Auto,288,561895.76,490,343260.68,19.84,134263.31,432291.9,304866.24,3657.15,7650.05,7013.72,35008.78,39510.04,27424.34,49927.4,1838.24,42344.95,48443.59,6698.13,17420.9,285540.24,94332.8,102087.32,195104.72,230791.63,334340.71,422790.58,0.3992,0.2669,0.5627,167091.87,448381.18,0.8576,20
511185395544,Bank 599,6745852,07/2022,Auto,914,378844.44,172,252092.26,3.78,244533.64,107879.96,153862.05,4034.61,38571.44,8632.68,6937.92,34413.47,26264.15,35698.51,1953.22,48591.87,28401.25,34380.03,6910.75,91008.17,377616.82,42490.14,175930.9,172030.53,371578.43,331939.74,0.3741,0.7746,0.647,394975.64,372555.49,0.9598,60
892436670089,Bank 647,6112184,02/2019,Auto,130,738570.86,22,472062.75,9.31,143147.38,284132.96,485664.71,4454.42,38667.3,2037.64,31396.71,14063.77,380.06,36877.59,-4427.88,33162.57,67576.27,27549.84,25877.85,366226.45,206031.02,443956.26,307834.93,372931.01,58124.08,401151.55,0.1955,0.7531,0.2694,258196.16,429558.29,0.2089,34
820906787108,Bank 703,3265754,08/2024,Auto,989,225586.83,48,359622.7,27.68,116262.89,228210.14,422743.92,2281.18,3677.01,9271.44,44067.56,10763.52,18810.18,37830.09,-2683.25,64173.12,97214.73,39874.95,44995.63,205065.77,154814.45,433176.39,96600.45,151451.58,225615.32,351046.09,0.4068,0.1747,0.8361,445114.94,156390.13,0.2986,25
820871843048,Bank 494,3873957,11/2017,Auto,340,723258.79,207,423583.73,5.37,88981.64,419370.34,427776.17,3476.33,1594.92,7913.13,33924.36,26532.68,15720.66,12267.76,-2570.78,63807.46,33012.29,19985.88,37532.97,469230.42,415837.64,75121.02,31481.08,194264.6,274427.4,498215.95,0.9932,0.6683,0.7343,413111.09,352037.68,0.2827,81
118337377824,Bank 713,1839736,03/2022,Auto,71,414504.73,223,284610.75,19.32,272374.78,287443.34,157574.7,4081.51,39272.72,984.12,47761.66,27000.63,10129.81,14564.33,-4118.5,16892.85,6276.41,7432.75,44562.18,176662.66,461368.41,296697.38,388023.99,19356.26,361870.51,484128.28,0.7685,0.9105,0.3106,488638.37,313640.32,0.4012,61
265645428053,Bank 774,6678393,11/2025,Auto,975,222532.1,234,115431.61,11.75,339528.67,15629.39,345081.04,2326.11,45562.88,6251.03,38649.61,5694.61,8503.83,20405.84,-4853.23,39547.5,94898.12,43558.84,4102.83,70673.19,166746.11,274436.02,251278.49,439409.45,205003.41,344526,0.3271,0.1241,0.0099,322268.01,245015.29,0.015,50
778819067784,Bank 891,3248610,09/2025,Auto,691,889994.86,421,71559.22,0.45,171300.87,346203.78,391439.01,693.04,26283.21,6497.9,18122.64,21783.78,26425.91,34893.84,-3586.84,27793.36,10971.43,24617.15,36289.88,107772.87,272463.34,313719.69,344145.67,170528.64,319934.44,466266.61,0.2346,0.3787,0.2542,302707.85,105534.58,0.171,60
933551776568,Bank 935,1946320,03/2022,Auto,209,769963.7,381,286939.28,3.88,366695.89,8767.59,403512.77,2163.41,45406.57,1400.15,8437.46,923.83,12688.07,29949.62,3108.94,1960.31,45563,41492.38,38590.71,324502.54,114884.61,11395.51,85227.47,168913.02,462645.11,38957.97,0.2311,0.86,0.9137,192698.55,62703.19,0.2598,66
479631527215,Bank 469,2358063,12/2016,Auto,814,619225.35,14,284722.96,3.77,235653.51,254982.83,30500.28,810.28,44747.38,4567.19,6081.42,39492.72,9575.66,31191.14,-1823.71,20391.22,12079.18,45121.11,48940.56,76887.93,315453.64,406991.47,307849.2,36061.31,452595.86,203992.57,0.6192,0.6851,0.9323,39944.37,133773.75,0.8004,48
796822440283,Bank 359,1540433,02/2020,Auto,495,114301.63,466,238382.38,23.33,389024.54,406470.11,446113.44,412.01,10914.99,176.68,8297.41,47245.92,25902.45,43523.31,2125.17,69669.81,88348.4,35842.52,7463.59,213749.44,457629.96,302194.23,241440.88,498114.3,113310.96,292631.68,0.188,0.5141,0.4056,423221.44,411566.21,0.826,36
734608408499,Bank 544,8116096,08/2018,Auto,959,793207.42,235,83520.98,0.59,11931.52,350633.24,224609.04,4014.01,29095.94,7051.34,10899.37,47695.41,45792.9,37168.92,2880.73,21391.21,85693.13,32307.23,10917.63,243716.11,342284.05,220407.33,334963.14,205951.98,143816.17,452872.77,0.8181,0.8929,0.5455,72015.6,367665.94,0.9262,72
926075540997,Bank 477,1849808,03/2020,Auto,262,118278.16,184,181460.66,11.7,460959.17,258752.92,304638.64,717.19,22853.86,1262.37,30278.09,2668.84,15795.16,25576.06,-2947.59,369.04,63279.41,33913.76,38597.4,222296.69,33100.65,173250.74,172603.89,364175.2,131931.58,420225.75,0.236,0.1908,0.2482,16496.75,73350.58,0.2602,83
887818925298,Bank 457,5402797,08/2022,Auto,424,852162.82,33,136281.43,8.53,444504.97,475469.96,144746.42,3984.92,17899.18,6218.36,43391.69,34436.79,26310.94,21263,3446.48,70300.16,64305.74,12354.77,15809.98,124192.28,209922,473667.84,336313.47,212186.12,277773.95,342443.92,0.0498,0.5212,0.2251,269491.74,343762.94,0.0003,46
900042905271,Bank 231,3846195,12/2017,Auto,373,684344.09,292,101467.15,8.72,188416.67,70948.07,276631.69,928.2,28736.03,7171.88,26211.14,29274.11,33545.52,7120.94,-1286.44,1734.72,5793.53,1410.01,3905.56,450128.69,290230.2,393538.55,394669.51,20524.34,355651.11,294281.76,0.6304,0.7998,0.8997,65662.41,395531.4,0.6403,21
394649482705,Bank 922,8430640,12/2018,Auto,364,210327.4,375,106686.34,28.62,55145.06,184545,414024.24,799.75,6437.93,8718.13,8356.04,22966.69,5397.21,36745.96,-2447.98,64032.49,72828.73,12950.34,46690.71,423566.81,392914.42,455456.37,104734.76,283773.92,450604.97,73337.42,0.6382,0.5769,0.8032,404493.04,20511.96,0.2145,52
565188222792,Bank 223,3450585,03/2019,Auto,961,359139.32,176,317594.02,14.58,95958.84,444901.5,193466.31,2820.27,42053.35,8524.16,29126.09,32097.68,40825.83,16358.47,3268.43,46657.45,2182.32,5962.73,10442.75,115426.43,466657.89,4224.12,127871.71,91481.23,316085.47,142271.67,0.206,0.3068,0.8287,157807.55,68500.67,0.285,48
740499919810,Bank 645,1062343,12/2017,Auto,445,171646.14,294,22901.43,7.97,374484.28,188946.81,366427.8,870.65,48274.64,3454.29,15847.21,48786.28,42571.16,27465.55,4107.04,6852.46,63393.57,40103.67,31891.68,289960.75,420965.63,436821.81,46563.91,370781.85,147535.69,159352.12,0.5024,0.6883,0.1851,246481.63,304110.77,0.0783,69
848707578057,Bank 616,2688076,04/2022,Auto,781,734393.06,466,415262.64,10.11,258403.85,470467.12,403640.95,2470.16,33975.62,9216.68,19875.55,21320.66,45441.87,47817.57,4759.24,13381.12,3108.09,39961.82,1809.97,416450.23,229435.53,448065.69,154.05,335178.86,289813.84,258111.62,0.398,0.6145,0.7619,296987.19,170039.28,0.3544,13
788598067123,Bank 176,7766078,02/2015,Auto,226,391919.11,49,199182.96,2.87,194134.39,251562.36,131534.72,4267.58,29635.41,7158.31,35722.22,37907.61,977.61,9116.86,4428.31,32657.55,13369.43,41412.02,1482.68,13503.97,459317.21,281616.31,126236.96,396058.53,242470.21,441071.43,0.3293,0.8989,0.5008,45299.25,44870.49,0.6045,60
739558343598,Bank 371,2962988,11/2020,Auto,184,589540.55,119,142152.74,2.73,191976.18,429117.85,334926.14,2937.42,17794.71,8588.82,24123.33,48681.66,26346.86,15110.65,-1258.13,42383.4,16152.81,47667.4,24944.36,61226.51,57911.5,213655.78,402069.05,85622.09,3105.23,12922.26,0.4573,0.0183,0.6178,333729.32,27407.34,0.0124,17
355526792279,Bank 434,5322837,12/2022,Auto,887,263846.36,406,391032.97,12.81,235824.4,413382.2,17772.8,4914.31,30029.76,6761.9,436.12,5083,24820.82,3831.87,-2756.52,89518.89,86207.11,26692.13,45030.15,270941.15,464083.51,176191.21,237714.58,326872.23,84364.65,440548.06,0.4654,0.0615,0.0319,59325.7,357609.61,0.2384,47
107336793080,Bank 836,8769119,12/2018,Auto,653,232748.86,486,59654.29,5.86,222716.69,478111.63,312723.9,1806.74,15464.26,8442.75,33558.95,40694.08,14818.91,7657,-4047,95635.65,7016.42,5628.95,10449.31,440574.44,286251.59,241747,411957.2,364913.69,334417.95,446780.92,0.2247,0.6965,0.7419,235589.16,358352.58,0.7214,43
122037256782,Bank 625,9237002,08/2021,Auto,502,939749.92,67,194201.58,2.51,148590.06,201893.28,401296.6,2977.48,30894.47,8744.42,19490.8,42036.33,29475.02,38152.23,-1113.16,84488.95,57238.58,15609.38,23067.18,52297.97,78025.47,96686.15,369698.39,121584.22,228904.61,414357.04,0.0298,0.591,0.781,138306.43,297879.47,0.8707,13
913781978691,Bank 533,5367363,02/2016,Auto,102,295430.57,221,84958.53,2.55,350357.86,362125.77,380510.25,1858.32,16282.84,8197.03,25432.14,24098.99,7599.47,18192.47,128.2,81003.51,96424.59,20529.42,16281.81,26427.74,156945.37,415200.1,398652.89,375621.24,263454.69,341419.22,0.5149,0.8234,0.9604,452512.73,210226.69,0.2812,49
613265447791,Bank 776,1256101,01/2017,Auto,608,234269.48,433,165488.35,1.41,440008.93,157018.43,347292.38,2850.02,34178.05,3374.89,48375.99,9109.31,46368.11,1582.44,-3588.54,57039.95,35766.2,20903.65,27966.82,134899.94,75011.02,226868.41,353567.36,488914.72,251121.65,363129.59,0.3653,0.8508,0.7125,335604.24,76632.98,0.4545,79
583200405189,Bank 631,1927416,09/2021,Auto,538,834785.9,355,346730.03,13.14,322883.07,149448.97,213670.53,1577.8,31453.41,2656.26,13608.26,2562.08,45295.82,2849.07,-4072.71,18748.2,13722.58,35079.76,23357.05,31868.79,464252.31,32057.53,441544.43,171915.39,379179.44,350765.79,0.379,0.5195,0.0562,461030.78,396524.58,0.2389,49
314611645666,Bank 725,5025125,01/2017,Auto,900,123704.76,234,463209.69,22.79,23546.8,353293.61,79938.76,3169.63,11540.7,6427.18,35519.56,27547.92,28363.75,13687.5,-2237.89,60658.48,75150.28,20806.04,49446.2,180069.11,402509.71,238896.46,90172.54,172984.08,428998.25,168079.73,0.0398,0.8947,0.6583,335871.98,258654,0.0286,29
974122667182,Bank 764,5557424,05/2021,Auto,499,328636.03,118,397279.88,13.24,252953.58,142084.72,360690.63,4680.66,17708.2,5159.42,15572.43,5591.53,29313.11,40164.8,-3607.64,6931.71,55682.61,34459,8387.91,384166.36,336342.64,203266.83,39805.3,38004.78,60614.42,56756.66,0.2428,0.8403,0.5725,221148.67,345288.68,0.2639,51
405861896232,Bank 244,6351235,10/2020,Auto,671,88696.99,70,331603.77,28.75,140022.36,452682.79,277385.79,681.64,22014.83,4194.82,45811.76,20373.07,5786.22,47519.59,-2435.6,45029.38,87357.25,36468.04,22299.71,498813.17,96225.41,195147.31,245538.78,122837.47,27144.88,242191.06,0.1921,0.7196,0.8238,479306.96,73867.46,0.8403,28
389127435135,Bank 618,9134423,01/2025,Auto,819,946726.29,354,247971.05,0.96,298959.31,317037.04,417919.67,4588.66,16220.82,3035.84,42159.3,12917.39,10185.56,9396.71,2467.38,51352.92,64660.1,3017.14,1733.83,316824.11,448550.85,251188.09,415043.73,238321.93,268533.19,291870.86,0.8053,0.1816,0.7591,349212.42,433026.03,0.6863,60
585644468094,Bank 900,2141357,05/2024,Auto,185,412954.71,382,134956.15,10.21,13419.04,140479.44,320774.8,1839.02,39295.25,8193.57,29093.98,5401.89,17257.46,3305.68,-527.57,29371.93,79512.51,7848.05,14706.04,13101.7,330631.91,202837.52,53896.09,388520.9,463103.72,79767.24,0.0176,0.2879,0.4936,170135.12,349683.36,0.7579,59
44089171761,Bank 918,5609566,04/2024,Auto,98,69671.69,416,388072.36,2.99,230551.13,294758.6,334302.57,3744.59,33970.62,8805.28,24335.66,30835.82,39729.07,40721.11,2501.97,43907.41,63472.58,20598.67,20632.96,347383.66,40483.72,42080.63,7129.65,210763.18,223637.8,174449.44,0.8216,0.6177,0.009,123307.18,136591.93,0.4288,36
406175156138,Bank 988,1517354,06/2024,Auto,113,162283.81,397,50699.13,16.58,70439.48,432241.93,117557.66,2044.71,25174.01,5814.8,31645.96,21005.75,5411.28,8104.81,867.24,94149.89,69246.58,33535.86,10848.99,287644.98,156692.15,307558.06,381480.41,147117.52,289528.34,435980.36,0.9726,0.8082,0.5028,251978.14,305254.85,0.6299,53
678817982476,Bank 243,7094845,05/2020,Auto,78,678741.84,387,368920.88,25.43,166083.02,342841.18,164155.99,3483.33,30173.04,2851.75,19021.9,33109.02,23127.83,37471.04,4380.96,52958.13,24587.35,14542.85,46044,16444.74,166521.45,162699.59,43817.67,438771.93,433105.31,373267.37,0.99,0.3597,0.9569,217807.61,319728.74,0.3975,34
227171210669,Bank 757,4351119,03/2022,Auto,701,882278.33,94,35522.01,29.11,12920.75,323184.81,230838.26,3056.28,45644.9,2749.61,11908.32,28524.18,20872.3,47165.2,-3381.88,45061.21,89910.94,38144.83,17893.84,401687.88,17280.46,244058.05,142472.74,425725.41,143557.24,122325.43,0.3192,0.715,0.6336,46196.78,472103.55,0.9648,37
29930908425,Bank 143,9094682,11/2016,Auto,717,447601.63,246,447706.14,26.92,291849.35,214984.99,446101.53,3576.79,30373.43,3018.66,28933.67,26536.66,41494.74,21116.88,3898.47,23162.33,35631.4,9656.36,48679.08,60754.25,152107.9,203481.66,118879.46,399639.83,456179.21,16001.96,0.2156,0.5111,0.1899,295228.06,490327.73,0.1043,45
939084599146,Bank 447,8194233,11/2017,Auto,842,212718.58,34,348405.78,12.29,325165.22,314842.81,209576.31,4348.04,45591.54,2477.76,22394.96,15499.34,29744.32,36008.12,-1968.87,75305.26,7174.09,33377.92,31811.06,200078.27,293153.4,421109.29,327075.81,158735.3,68320.57,102.87,0.6328,0.9267,0.4684,491091.84,79220.66,0.6056,54
656902782384,Bank 686,3478406,07/2016,Auto,437,117956.69,447,13423.69,25.64,131461.71,457418.2,431299.29,4368.45,17644.4,1970.7,187.4,21042.26,23289.87,1668.26,-2306.71,75707.86,61274.32,16831.65,39997.84,48158.1,165864.95,401210.07,392047.79,456409.82,97346.94,88934.5,0.6874,0.7907,0.9223,363667.72,14453.18,0.8645,59
780662811777,Bank 546,3720536,07/2020,Auto,658,820514.45,182,149529.07,19.95,83268.47,156660.24,264318.8,4460.71,1328.71,8997.6,42441.66,14066.17,29351.94,33629.97,-1809.95,98062.01,37816.05,13435.85,5920.75,243139.29,278774.56,402216.47,168969.71,231600.7,245114.69,418828.43,0.9794,0.7342,0.8777,18484.5,214287.6,0.381,81
135213689851,Bank 712,6850012,03/2020,Auto,641,139636.51,453,128828.29,22.6,368109.73,161111.74,259678.25,2371.69,7169.99,8852.13,36240.08,46747.63,25471.25,19270.41,-1644.04,95421.47,35581.36,19290.94,1306.15,252385.52,302361.19,498792.23,277439.72,209525.37,376496.18,64312.97,0.4661,0.9747,0.804,288404.81,320998.99,0.8906,48
150225180989,Bank 200,7105766,09/2024,Auto,867,755816.92,133,157625.13,24.38,203445.87,48714.93,462835.07,1949.84,46423.43,5436.65,16528.81,7414.36,23483.66,25926.78,-551.61,22441.57,44701.61,30863.14,19537.91,246954.7,256295.66,265833.58,128807.64,55128.86,51412.44,255769.52,0.6765,0.0916,0.6926,292169.44,427682.07,0.3945,58
629698607331,Bank 391,9261807,12/2023,Auto,321,893369.6,208,141754.23,1.98,167926.19,368219.65,32517.4,4761.47,29168.47,5210.8,27075,16633.59,38106.63,11320.13,819.08,75366.45,14774.7,29169.46,12799.74,144413.96,270574.7,333924.27,126908.88,111741.35,120387.75,225880.27,0.3324,0.3561,0.8956,41018.39,35292.02,0.8972,45
715039258276,Bank 501,9399178,06/2023,Auto,85,154147.55,340,158105.01,19.27,173643.96,82538,444107.8,4006.56,28441.92,6295.63,35609.18,39381.1,2547.03,44523.33,806.19,35051.32,26136.57,45083.49,4594.36,220898.3,176964.31,151021.2,258555.84,81418.23,105089.79,376031.57,0.8082,0.9872,0.7374,242943.82,471995.02,0.4777,66
568665932877,Bank 411,7392970,10/2019,Auto,168,519590.47,369,93928.14,9.23,215626.97,277239.78,209053.13,2807.62,46516.29,5940.89,1073.33,12983.01,26884.58,31209.01,4805.03,42735.65,74965.97,30445.18,48569.46,31492.37,49459.11,270640.74,72973.63,419431.66,490205.42,39961.27,0.6889,0.6748,0.4476,153501.9,134615.99,0.9634,20
798463911875,Bank 422,4248887,07/2018,Auto,995,881549.72,380,86018.17,3.49,329530.32,413045.48,58457.8,1883.08,24048.51,2323.54,16364.32,35687.06,41184.39,9411.83,4574.03,82621.74,33000.89,20322.43,49497.41,110368.64,38971.47,29118.14,424613.28,368256.13,299872.18,446564.83,0.1345,0.8338,0.0564,139410.97,260087.67,0.5387,73
561778612200,Bank 600,2099918,06/2023,Auto,86,934747.31,137,182892.22,24.8,50893.13,153974.07,322842.63,1916.05,10489.57,9142.76,18641.63,2357.82,2947.92,35219.6,-4102.81,19948.51,81361.33,7635.55,44513.75,13931.17,128485.26,110702.15,453764.48,161062.41,222126.34,356752.93,0.3427,0.9704,0.8741,149987.62,99047.26,0.2154,82
857622917338,Bank 293,1343174,11/2020,Auto,416,783404.56,116,59699.3,25.85,480191.08,272887.85,204610.07,3672.63,24904.72,7680.18,49743.54,14558.79,2407.52,17896.57,4138.08,43186.06,98976.59,23408.25,36872.91,276752.32,255565.33,281507.01,152869.78,188381.17,138957.61,353569.79,0.2301,0.352,0.2715,207509.63,236382.25,0.3512,59
233685049434,Bank 661,1760270,02/2016,Auto,213,529033.48,36,268751.2,24.65,433336.5,328022.56,418969.65,3142.53,47307.51,1014.57,4566.66,36335.75,42452.03,38965.29,-2014.95,12431.55,50855.33,17819.12,21095.8,217212.42,206277.7,146061.71,379472.44,345003.92,358528.92,237045.52,0.5544,0.1637,0.6989,464858.44,132874.14,0.4965,72
866315861318,Bank 294,1875160,08/2021,Auto,223,265216.35,212,164361.83,26.36,77757.09,428822.93,422196.9,3799.42,43787.12,8704.53,22302.91,5446.99,46749.49,1502.4,-506.8,88813.97,68143.88,38452.41,4744.85,199840.74,450416.17,162451.46,121944.1,177941.5,144492.29,455138.83,0.6455,0.4248,0.7429,431787.04,174250.27,0.9245,14
91883670987,Bank 435,6963251,09/2015,Auto,122,866912.41,347,435993.87,0.67,124530.1,380522.22,37452.51,4281.22,18207.77,5111.56,48585.65,22476.08,8943.8,26996.16,-634.63,93349.88,97912.97,1292.86,39513.48,256378.69,289831.21,345571.95,97583.36,499098.1,317409.71,252277.3,0.946,0.1898,0.1605,252105.9,278054.91,0.6662,68
872874536323,Bank 340,9589919,12/2020,Auto,819,822993.9,356,302289.33,21.32,372636.22,350036.57,255263.11,3925.84,34822.05,9151.78,33781.18,30102.89,44821.15,40091.32,-2682.72,65318.07,96545.25,32499.27,16097.29,330173.8,67565.83,12680.06,269973.45,65722.73,92230.41,104187.08,0.0473,0.6684,0.3571,84436.31,236447.7,0.0835,12
93628010436,Bank 492,5804781,12/2015,Auto,837,877713.12,153,14969.72,21.85,365329.12,381330.17,132989.38,601.45,37727.73,8867.77,3682.13,35951.4,30333.22,4631.92,1415.45,79243.08,79213.2,37596.4,30136.77,9648.32,365128.82,301883.4,164303.06,101308.87,298234.88,224077.5,0.7657,0.7124,0.9645,409710.33,369828.92,0.1315,68
480864558654,Bank 107,7323790,03/2015,Auto,26,320802.51,202,97800.7,2,343864.98,128855.56,60006.67,2977.86,42115.64,6324.7,39424.88,36569.63,1769.53,4329.26,3448.05,10405.49,18773.79,44547.71,42705.5,429820.36,397133.62,284816.47,98696.98,2006.2,254956,486016.18,0.5666,0.0793,0.5633,358051.57,418184.76,0.6043,53
722711534719,Bank 925,3148556,01/2020,Auto,464,522505.65,473,194557.54,18.85,316934.06,65915.54,456065.11,999,26932.98,9817.86,13721.55,1717.12,33585.45,7500.79,3579.27,11451.73,35864.96,3607.67,35861.41,475092.54,22146.6,18855.42,141644.89,198848.45,353169.95,101576.57,0.0327,0.478,0.99,257244.44,94409.47,0.645,62
151748921565,Bank 756,9301737,03/2017,Auto,44,810487.71,55,441475.25,3.63,288036.12,6484.53,424536.98,2152.09,13059.34,6576.88,8326.52,17299.17,43159.82,14884.55,-3053.84,68442.05,84869.74,31988.86,33218.74,391296.16,323276.74,67180.45,282306.85,339554.39,108389.44,499146.84,0.8104,0.1662,0.1321,369935.11,185164.46,0.7387,54
678389749078,Bank 963,8796650,03/2023,Auto,153,309396.29,78,417575.06,27.12,61069.5,231459.9,109576.67,3964.92,49618.36,9890.14,31821.07,49621.99,15695.9,2321.72,-1769.58,20608.41,91154.49,11886.07,20164.41,135420.88,129529.87,378346.56,314733.03,8599.85,63133.47,301350.55,0.5302,0.8212,0.5853,72491.5,273402.29,0.6795,19
868049695947,Bank 399,7972393,04/2015,Auto,809,337172.39,68,121732.37,16.9,330083.63,132091.25,266627.62,73.74,3084.73,447.27,28781.6,33646.44,26381.82,49157.81,-3928.78,80534.7,83142.15,17888.06,30150.36,68139.12,312521.29,236038.69,450282.44,167853.33,16758.44,458855.45,0.6777,0.2432,0.9682,29378.6,249475.6,0.6338,19
669962818522,Bank 865,4345637,03/2024,Auto,482,32836.99,128,445753.76,10.18,97182.96,79992.38,469415.43,3130.12,30387.06,5751.2,11649.83,24998.8,12914.49,49073.36,4026.9,41334.23,18228.34,38342.4,4098.41,455774.57,440948.37,408558.01,457089.84,256326.06,316453.65,92708.53,0.664,0.2963,0.6379,124998.01,279185.2,0.527,72
